observableId	simulationConditionId	measurement	time
observable_predator	condition1	0.07529184189123347	8.3
observable_predator	condition1	0.07261725005341657	8.35
observable_predator	condition1	0.0702781531509593	8.4
observable_predator	condition1	0.06826327354801827	8.45
observable_predator	condition1	0.06656468111495667	8.5
observable_predator	condition1	0.06517796873670889	8.55
observable_predator	condition1	0.06410252594080808	8.6
observable_predator	condition1	0.06334192330472302	8.65
observable_predator	condition1	0.06290442321338502	8.7
observable_predator	condition1	0.06280368296665702	8.75
observable_predator	condition1	0.0630596624274104	8.8
observable_predator	condition1	0.06369981896600539	8.85
observable_predator	condition1	0.0647606927194266	8.9
observable_predator	condition1	0.06628996570153076	8.95
observable_predator	condition1	0.06834917350220458	9.0
observable_predator	condition1	0.07101730594203651	9.05
observable_predator	condition1	0.0743955772765488	9.1
observable_predator	condition1	0.07861381801694378	9.15
observable_predator	condition1	0.08383905283455959	9.2
observable_predator	condition1	0.09028715854466524	9.25
observable_predator	condition1	0.0982387547355498	9.3
observable_predator	condition1	0.10806107684855527	9.35
observable_predator	condition1	0.12023825509505305	9.4
observable_predator	condition1	0.13541352563758616	9.45
observable_predator	condition1	0.15444837082087257	9.5
observable_predator	condition1	0.1785058120220051	9.55
observable_predator	condition1	0.20916781281910896	9.6
observable_predator	condition1	0.2486005951373852	9.65
observable_predator	condition1	0.2997857816450871	9.7
observable_predator	condition1	0.36683855949813315	9.75
observable_predator	condition1	0.45543274998994043	9.8
observable_predator	condition1	0.5733377126283574	9.85
observable_predator	condition1	0.7310250861964981	9.9
observable_predator	condition1	0.9421906032884972	9.95
observable_predator	condition1	1.2238115582506899	10.0
observable_prey	condition1	0.44249296	0.0
observable_prey	condition1	0.386290958099444	0.05
observable_prey	condition1	0.342124528383822	0.1
observable_prey	condition1	0.3071845637147403	0.15
observable_prey	condition1	0.27939660759467994	0.2
observable_prey	condition1	0.2572184791030598	0.25
observable_prey	condition1	0.23949522218564678	0.3
observable_prey	condition1	0.22535530772782705	0.35
observable_prey	condition1	0.21413620628171232	0.4
observable_prey	condition1	0.20533079270789498	0.45
observable_prey	condition1	0.19854852580665727	0.5
observable_prey	condition1	0.19348714376889833	0.55
observable_prey	condition1	0.18991187836974152	0.6
observable_prey	condition1	0.18764007403537092	0.65
observable_prey	condition1	0.18652973092277103	0.7
observable_prey	condition1	0.18647089904368838	0.75
observable_prey	condition1	0.18737917977170743	0.8
observable_prey	condition1	0.18919078169174997	0.85
observable_prey	condition1	0.19185873958061106	0.9
observable_prey	condition1	0.1953500103060377	0.95
observable_prey	condition1	0.19964323260168632	1.0
observable_prey	condition1	0.2047269955953112	1.05
observable_prey	condition1	0.21059849997063745	1.1
observable_prey	condition1	0.21726252464851856	1.15
observable_prey	condition1	0.22473063340100755	1.2
observable_prey	condition1	0.23302057173487115	1.25
observable_prey	condition1	0.2421558162216074	1.3
observable_prey	condition1	0.2521652477526541	1.35
observable_prey	condition1	0.2630829253120437	1.4
observable_prey	condition1	0.2749479409004978	1.45
observable_prey	condition1	0.2878043514039023	1.5
observable_prey	condition1	0.30170116789831536	1.55
observable_prey	condition1	0.3166923899912514	1.6
observable_prey	condition1	0.3328370987433206	1.65
observable_prey	condition1	0.35019958648637967	1.7
observable_prey	condition1	0.36884951578347064	1.75
observable_prey	condition1	0.38886212695568323	1.8
observable_prey	condition1	0.41031847523384024	1.85
observable_prey	condition1	0.43330569015459774	1.9
observable_prey	condition1	0.45791727884600725	1.95
observable_prey	condition1	0.48425345768713557	2.0
observable_prey	condition1	0.512421503862045	2.05
observable_prey	condition1	0.5425361494719168	2.1
observable_prey	condition1	0.5747200055497594	2.15
observable_prey	condition1	0.609104005964341	2.2
observable_prey	condition1	0.6458278945723298	2.25
observable_prey	condition1	0.6850407447166467	2.3
observable_prey	condition1	0.7269014997001001	2.35
observable_prey	condition1	0.771579558008613	2.4
observable_prey	condition1	0.8192553926646277	2.45
observable_prey	condition1	0.8701211928760867	2.5
observable_prey	condition1	0.9243815506731736	2.55
observable_prey	condition1	0.982254181079583	2.6
observable_prey	condition1	1.0439706649224239	2.65
observable_prey	condition1	1.109777231549643	2.7
observable_prey	condition1	1.179935570075487	2.75
observable_prey	condition1	1.2547236584248513	2.8
observable_prey	condition1	1.334436616110438	2.85
observable_prey	condition1	1.4193875704716923	2.9
observable_prey	condition1	1.509908521697633	2.95
observable_prey	condition1	1.6063511933478352	3.0
observable_prey	condition1	1.7090878571126844	3.05
observable_prey	condition1	1.8185121054896396	3.1
observable_prey	condition1	1.9350395224551022	3.15
observable_prey	condition1	2.059108234724257	3.2
observable_prey	condition1	2.1911792870196503	3.25
observable_prey	condition1	2.3317367127089694	3.3
observable_prey	condition1	2.4812872701218174	3.35
observable_prey	condition1	2.640359680235789	3.4
observable_prey	condition1	2.8095031453442267	3.45
observable_prey	condition1	2.9892849170820086	3.5
observable_prey	condition1	3.180286658876013	3.55
observable_prey	condition1	3.3830989872048916	3.6
observable_prey	condition1	3.598313677380031	3.65
observable_prey	condition1	3.826512566032956	3.7
observable_prey	condition1	4.06825202806041	3.75
observable_prey	condition1	4.324041165560436	3.8
observable_prey	condition1	4.594311422355197	3.85
observable_prey	condition1	4.87937404675498	3.9
observable_prey	condition1	5.179360635433384	3.95
observable_prey	condition1	5.494139713546948	4.0
observable_prey	condition1	5.823199320863374	4.05
observable_prey	condition1	6.165481725514231	4.1
observable_prey	condition1	6.519150240190707	4.15
observable_prey	condition1	6.881261242429033	4.2
observable_prey	condition1	7.247305910411166	4.25
observable_prey	condition1	7.610579004385851	4.3
observable_prey	condition1	7.9613327658057385	4.35
observable_prey	condition1	8.285697834962798	4.4
observable_prey	condition1	8.564432149748194	4.45
observable_prey	condition1	8.77174866996609	4.5
observable_prey	condition1	8.874845536164639	4.55
observable_prey	condition1	8.835339023331805	4.6
observable_prey	condition1	8.61435190170473	4.65
observable_prey	condition1	8.182733255346344	4.7
observable_prey	condition1	7.535429243519736	4.75
observable_prey	condition1	6.704028620516781	4.8
observable_prey	condition1	5.757627822812304	4.85
observable_prey	condition1	4.786323486589551	4.9
observable_prey	condition1	3.8742937566835565	4.95
observable_prey	condition1	3.078213778273055	5.0
observable_prey	condition1	2.421242591289797	5.05
observable_prey	condition1	1.9002399321746242	5.1
observable_prey	condition1	1.4975387174499193	5.15
observable_prey	condition1	1.190710428804358	5.2
observable_prey	condition1	0.9582997471667059	5.25
observable_prey	condition1	0.7822419152678415	5.3
observable_prey	condition1	0.6483338337064396	5.35
observable_prey	condition1	0.5458271514114511	5.4
observable_prey	condition1	0.4667534905052968	5.45
observable_prey	condition1	0.40526210166078913	5.5
observable_prey	condition1	0.3570686761459102	5.55
observable_prey	condition1	0.3190304539605574	5.6
observable_prey	condition1	0.28883153349838697	5.65
observable_prey	condition1	0.2647546265041619	5.7
observable_prey	condition1	0.24551715296581045	5.75
observable_prey	condition1	0.2301539493103199	5.8
observable_prey	condition1	0.21793325296358565	5.85
observable_prey	condition1	0.20829630805191285	5.9
observable_prey	condition1	0.20081372057846433	5.95
observable_prey	condition1	0.1951537149057297	6.0
observable_prey	condition1	0.19105888179327962	6.05
observable_prey	condition1	0.18832902768277382	6.1
observable_prey	condition1	0.18680842017097976	6.15
observable_prey	condition1	0.1863762462664867	6.2
observable_prey	condition1	0.18693941293287805	6.25
observable_prey	condition1	0.18842708854158477	6.3
observable_prey	condition1	0.19078653563254955	6.35
observable_prey	condition1	0.1939799131816217	6.4
observable_prey	condition1	0.1979818145527442	6.45
observable_prey	condition1	0.20277736553946368	6.5
observable_prey	condition1	0.20836075339814697	6.55
observable_prey	condition1	0.21473409041178262	6.6
observable_prey	condition1	0.22190653931540757	6.65
observable_prey	condition1	0.22989364561546563	6.7
observable_prey	condition1	0.2387168351418043	6.75
observable_prey	condition1	0.24840304495448995	6.8
observable_prey	condition1	0.2589844607465752	6.85
observable_prey	condition1	0.27049834636306747	6.9
observable_prey	condition1	0.2829869504153793	6.95
observable_prey	condition1	0.29649746942900074	7.0
observable_prey	condition1	0.311082070385811	7.05
observable_prey	condition1	0.32679796712071496	7.1
observable_prey	condition1	0.34370752839681173	7.15
observable_prey	condition1	0.36187843042173246	7.2
observable_prey	condition1	0.38138385209832526	7.25
observable_prey	condition1	0.4023026928226388	7.3
observable_prey	condition1	0.42471982690799726	7.35
observable_prey	condition1	0.4487263964868496	7.4
observable_prey	condition1	0.47442012476024736	7.45
observable_prey	condition1	0.5019056624065258	7.5
observable_prey	condition1	0.5312949718933694	7.55
observable_prey	condition1	0.5627077330885322	7.6
observable_prey	condition1	0.5962717812579804	7.65
observable_prey	condition1	0.6321235842212379	7.7
observable_prey	condition1	0.6704087428985197	7.75
observable_prey	condition1	0.7112825251954978	7.8
observable_prey	condition1	0.7549104406568885	7.85
observable_prey	condition1	0.8014688402989619	7.9
observable_prey	condition1	0.8511455514169805	7.95
observable_prey	condition1	0.9041405533499471	8.0
observable_prey	condition1	0.960666678596268	8.05
observable_prey	condition1	1.0209503490622638	8.1
observable_prey	condition1	1.085232349248208	8.15
observable_prey	condition1	1.153768621572393	8.2
observable_prey	condition1	1.2268310905732527	8.25
observable_prey	condition1	1.3047085113666368	8.3
observable_prey	condition1	1.3877073286602921	8.35
observable_prey	condition1	1.47615254330879	8.4
observable_prey	condition1	1.5703885711953502	8.45
observable_prey	condition1	1.6707800822223626	8.5
observable_prey	condition1	1.7777127915567732	8.55
observable_prey	condition1	1.89159416835625	8.6
observable_prey	condition1	2.012854051170945	8.65
observable_prey	condition1	2.141945082903431	8.7
observable_prey	condition1	2.2793428908588176	8.75
observable_prey	condition1	2.4255459997746116	8.8
observable_prey	condition1	2.5810752340767826	8.85
observable_prey	condition1	2.7464725168425748	8.9
observable_prey	condition1	2.922298858688884	8.95
observable_prey	condition1	3.1091311956985286	9.0
observable_prey	condition1	3.307557627366983	9.05
observable_prey	condition1	3.518170592000959	9.1
observable_prey	condition1	3.741557091577467	9.15
observable_prey	condition1	3.97828496330354	9.2
observable_prey	condition1	4.228883597546851	9.25
observable_prey	condition1	4.493817027694424	9.3
observable_prey	condition1	4.773446317861149	9.35
observable_prey	condition1	5.067976971667101	9.4
observable_prey	condition1	5.37738521355348	9.45
observable_prey	condition1	5.701314465979188	9.5
observable_prey	condition1	6.038929441082809	9.55
observable_prey	condition1	6.388710530125663	9.6
observable_prey	condition1	6.748164142513266	9.65
observable_prey	condition1	7.113416679352657	9.7
observable_prey	condition1	7.478651742043149	9.75
observable_prey	condition1	7.835346697428012	9.8
observable_prey	condition1	8.171277588149495	9.85
observable_prey	condition1	8.469314993871519	9.9
observable_prey	condition1	8.706175059093596	9.95
observable_prey	condition1	8.851587746217305	10.0
